"probe_id","gene_symbol","gene_name","gene_id"
"ILMN_1890328","","",""
"ILMN_1890332","LOC101927196","uncharacterized LOC101927196","101927196"
"ILMN_1890351","","",""
"ILMN_1890354","","",""
"ILMN_1890359","","",""
"ILMN_1890362","","",""
"ILMN_1890371","","",""
"ILMN_1890375","","",""
"ILMN_1890387","","",""
"ILMN_1890404","","",""
"ILMN_1890418","","",""
"ILMN_1890421","LOC101927505","uncharacterized LOC101927505","101927505"
"ILMN_1890429","","",""
"ILMN_1890444","","",""
"ILMN_1890445","","",""
"ILMN_1890457","","",""
"ILMN_1890459","","",""
"ILMN_1890463","","",""
"ILMN_1890478","","",""
"ILMN_1890481","LOC100506122","uncharacterized LOC100506122","100506122"
"ILMN_1890485","LINC00163","long intergenic non-protein coding RNA 163","727699"
"ILMN_1890511","","",""
"ILMN_1890516","","",""
"ILMN_1890521","","",""
"ILMN_1890548","","",""
"ILMN_1890562","","",""
"ILMN_1890565","","",""
"ILMN_1890575","","",""
"ILMN_1890587","DNAH6","dynein axonemal heavy chain 6","1768"
"ILMN_1890598","MIMT1","MER1 repeat containing imprinted transcript 1 (non-protein coding)","100073347"
"ILMN_1890614","FAM212B","family with sequence similarity 212 member B","55924"
"ILMN_1890640","","",""
"ILMN_1890641","","",""
"ILMN_1890653","LOC105376194","uncharacterized LOC105376194","105376194"
"ILMN_1890660","C6orf229","chromosome 6 open reading frame 229","101928603"
"ILMN_1890666","","",""
"ILMN_1890699","","",""
"ILMN_1890704","HTR2A-AS1","HTR2A antisense RNA 1","100874082"
"ILMN_1890710","","",""
"ILMN_1890717","","",""
"ILMN_1890723","","",""
"ILMN_1890724","","",""
"ILMN_1890725","TRIM71","tripartite motif containing 71","131405"
"ILMN_1890733","","",""
"ILMN_1890734","","",""
"ILMN_1890741","","",""
"ILMN_1890743","","",""
"ILMN_1890749","HCG14","HLA complex group 14 (non-protein coding)","414760"
"ILMN_1890754","","",""
"ILMN_1890756","","",""
"ILMN_1890771","","",""
"ILMN_1890772","","",""
"ILMN_1890773","PDE1C","phosphodiesterase 1C","5137"
"ILMN_1890788","LOC101928278","uncharacterized LOC101928278","101928278"
"ILMN_1890797","","",""
"ILMN_1890808","","",""
"ILMN_1890810","","",""
"ILMN_1890812","","",""
"ILMN_1890814","","",""
"ILMN_1890819","","",""
"ILMN_1890821","","",""
"ILMN_1890825","","",""
"ILMN_1890829","","",""
"ILMN_1890832","LINC01350","long intergenic non-protein coding RNA 1350","101929093"
"ILMN_1890833","LOC100996338","uncharacterized LOC100996338","100996338"
"ILMN_1890834","","",""
"ILMN_1890849","","",""
"ILMN_1890851","","",""
"ILMN_1890854","","",""
"ILMN_1890864","LINC01510","long intergenic non-protein coding RNA 1510","100996266"
"ILMN_1890869","","",""
"ILMN_1890870","","",""
"ILMN_1890871","","",""
"ILMN_1890877","","",""
"ILMN_1890884","","",""
"ILMN_1890887","","",""
"ILMN_1890892","","",""
"ILMN_1890902","","",""
"ILMN_1890907","","",""
"ILMN_1890908","","",""
"ILMN_1890912","","",""
"ILMN_1890918","","",""
"ILMN_1890924","","",""
"ILMN_1890941","","",""
"ILMN_1890948","","",""
"ILMN_1890957","","",""
"ILMN_1890958","","",""
"ILMN_1890985","","",""
"ILMN_1890986","","",""
"ILMN_1890993","","",""
"ILMN_1891004","","",""
"ILMN_1891021","","",""
"ILMN_1891033","","",""
"ILMN_1891034","","",""
"ILMN_1891041","","",""
"ILMN_1891042","","",""
"ILMN_1891044","","",""
"ILMN_1891048","","",""
"ILMN_1891053","","",""
"ILMN_1891067","KCNH1","potassium voltage-gated channel subfamily H member 1","3756"
"ILMN_1891077","FAM104B","family with sequence similarity 104 member B","90736"
"ILMN_1891079","","",""
"ILMN_1891084","","",""
"ILMN_1891085","","",""
"ILMN_1891089","","",""
"ILMN_1891104","","",""
"ILMN_1891109","","",""
"ILMN_1891121","","",""
"ILMN_1891129","FTX","FTX transcript, XIST regulator (non-protein coding)","100302692"
"ILMN_1891130","","",""
"ILMN_1891135","","",""
"ILMN_1891136","","",""
"ILMN_1891154","","",""
"ILMN_1891156","","",""
"ILMN_1891195","","",""
"ILMN_1891198","","",""
"ILMN_1891200","","",""
"ILMN_1891207","","",""
"ILMN_1891229","","",""
"ILMN_1891233","","",""
"ILMN_1891240","LOC105369920","uncharacterized LOC105369920","105369920"
"ILMN_1891244","","",""
"ILMN_1891247","","",""
"ILMN_1891251","","",""
"ILMN_1891252","","",""
"ILMN_1891259","","",""
"ILMN_1891263","","",""
"ILMN_1891267","","",""
"ILMN_1891275","","",""
"ILMN_1891277","","",""
"ILMN_1891287","DKFZp451B082","uncharacterized LOC401282","401282"
"ILMN_1891305","","",""
"ILMN_1891306","","",""
"ILMN_1891308","","",""
"ILMN_1891310","LOC102724552","uncharacterized LOC102724552","102724552"
"ILMN_1891311","","",""
"ILMN_1891312","","",""
"ILMN_1891324","LOC101928714","uncharacterized LOC101928714","101928714"
"ILMN_1891351","","",""
"ILMN_1891357","","",""
"ILMN_1891365","","",""
"ILMN_1891368","","",""
"ILMN_1891380","","",""
"ILMN_1891382","","",""
"ILMN_1891388","","",""
"ILMN_1891394","","",""
"ILMN_1891402","","",""
"ILMN_1891404","","",""
"ILMN_1891408","LOC101928283","uncharacterized LOC101928283","101928283"
"ILMN_1891409","","",""
"ILMN_1891413","","",""
"ILMN_1891427","","",""
"ILMN_1891429","","",""
"ILMN_1891455","","",""
"ILMN_1891458","","",""
"ILMN_1891469","","",""
"ILMN_1891473","","",""
"ILMN_1891477","","",""
"ILMN_1891478","","",""
"ILMN_1891482","LOC102725080","uncharacterized LOC102725080","102725080"
"ILMN_1891484","","",""
"ILMN_1891490","","",""
"ILMN_1891492","","",""
"ILMN_1891500","","",""
"ILMN_1891503","","",""
"ILMN_1891506","LINC01493","long intergenic non-protein coding RNA 1493","101928536"
"ILMN_1891515","","",""
"ILMN_1891516","","",""
"ILMN_1891520","","",""
"ILMN_1891521","","",""
"ILMN_1891528","","",""
"ILMN_1891532","","",""
"ILMN_1891535","","",""
"ILMN_1891572","","",""
"ILMN_1891583","","",""
"ILMN_1891593","","",""
"ILMN_1891603","","",""
"ILMN_1891604","","",""
"ILMN_1891607","","",""
"ILMN_1891610","LOC105370027","uncharacterized LOC105370027","105370027"
"ILMN_1891613","","",""
"ILMN_1891622","","",""
"ILMN_1891623","","",""
"ILMN_1891629","","",""
"ILMN_1891638","LOC101927907","uncharacterized LOC101927907","101927907"
"ILMN_1891639","","",""
"ILMN_1891663","","",""
"ILMN_1891673","","",""
"ILMN_1891675","","",""
"ILMN_1891677","","",""
"ILMN_1891681","","",""
"ILMN_1891694","","",""
"ILMN_1891695","","",""
"ILMN_1891698","","",""
"ILMN_1891705","TSPAN11","tetraspanin 11","441631"
"ILMN_1891711","","",""
"ILMN_1891713","","",""
"ILMN_1891714","","",""
"ILMN_1891725","","",""
"ILMN_1891741","","",""
"ILMN_1891744","","",""
"ILMN_1891752","","",""
"ILMN_1891754","","",""
"ILMN_1891757","","",""
"ILMN_1891773","","",""
"ILMN_1891787","","",""
"ILMN_1891808","","",""
"ILMN_1891845","","",""
"ILMN_1891851","","",""
"ILMN_1891857","RAB2A","RAB2A, member RAS oncogene family","5862"
"ILMN_1891863","","",""
"ILMN_1891871","","",""
"ILMN_1891877","","",""
"ILMN_1891878","","",""
"ILMN_1891880","","",""
"ILMN_1891885","","",""
"ILMN_1891901","","",""
"ILMN_1891920","MYO1H","myosin IH","283446"
"ILMN_1891922","","",""
"ILMN_1891924","","",""
"ILMN_1891927","","",""
"ILMN_1891930","","",""
"ILMN_1891939","","",""
"ILMN_1891944","","",""
"ILMN_1891948","","",""
"ILMN_1891951","","",""
"ILMN_1891955","TSC22D1","TSC22 domain family member 1","8848"
"ILMN_1891980","","",""
"ILMN_1891997","","",""
"ILMN_1892005","","",""
"ILMN_1892010","","",""
"ILMN_1892025","","",""
"ILMN_1892027","","",""
"ILMN_1892031","","",""
"ILMN_1892038","","",""
"ILMN_1892050","FGF9","fibroblast growth factor 9","2254"
"ILMN_1892080","","",""
"ILMN_1892086","LINC01213","long intergenic non-protein coding RNA 1213","101927992"
"ILMN_1892089","","",""
"ILMN_1892100","","",""
"ILMN_1892116","CPNE4","copine 4","131034"
"ILMN_1892127","","",""
"ILMN_1892129","","",""
"ILMN_1892135","","",""
"ILMN_1892151","","",""
"ILMN_1892161","","",""
"ILMN_1892163","","",""
"ILMN_1892167","","",""
"ILMN_1892172","","",""
"ILMN_1892184","","",""
"ILMN_1892191","","",""
"ILMN_1892200","","",""
"ILMN_1892205","","",""
"ILMN_1892218","","",""
"ILMN_1892227","","",""
"ILMN_1892235","","",""
"ILMN_1892243","","",""
"ILMN_1892244","","",""
"ILMN_1892247","","",""
"ILMN_1892253","LOC101928760","uncharacterized LOC101928760","101928760"
"ILMN_1892255","","",""
"ILMN_1892259","","",""
"ILMN_1892260","","",""
"ILMN_1892266","","",""
"ILMN_1892268","","",""
"ILMN_1892272","","",""
"ILMN_1892283","","",""
"ILMN_1892294","","",""
"ILMN_1892301","","",""
"ILMN_1892306","","",""
"ILMN_1892324","","",""
"ILMN_1892325","","",""
"ILMN_1892338","","",""
"ILMN_1892340","LOC339568","uncharacterized LOC339568","339568"
"ILMN_1892344","","",""
"ILMN_1892345","LOC101928438","uncharacterized LOC101928438","101928438"
"ILMN_1892356","","",""
"ILMN_1892365","","",""
"ILMN_1892373","","",""
"ILMN_1892391","","",""
"ILMN_1892403","SNORD13","small nucleolar RNA, C/D box 13","692084"
"ILMN_1892417","","",""
"ILMN_1892432","","",""
"ILMN_1892447","","",""
"ILMN_1892495","","",""
"ILMN_1892498","","",""
"ILMN_1892499","","",""
"ILMN_1892501","","",""
"ILMN_1892503","","",""
"ILMN_1892506","","",""
"ILMN_1892511","","",""
"ILMN_1892513","","",""
"ILMN_1892514","","",""
"ILMN_1892518","","",""
"ILMN_1892519","","",""
"ILMN_1892537","PCDH9-AS2","PCDH9 antisense RNA 2","100874064"
"ILMN_1892548","EFNA2","ephrin A2","1943"
"ILMN_1892562","","",""
"ILMN_1892567","","",""
"ILMN_1892573","LOC101928778","uncharacterized LOC101928778","101928778"
"ILMN_1892574","","",""
"ILMN_1892582","","",""
"ILMN_1892585","","",""
"ILMN_1892590","","",""
"ILMN_1892592","","",""
"ILMN_1892596","","",""
"ILMN_1892598","","",""
"ILMN_1892599","","",""
"ILMN_1892608","AR","androgen receptor","367"
"ILMN_1892613","","",""
"ILMN_1892632","","",""
"ILMN_1892638","DKFZP564C152","DKFZP564C152 protein","26120"
"ILMN_1892643","","",""
"ILMN_1892645","","",""
"ILMN_1892652","","",""
"ILMN_1892664","","",""
"ILMN_1892666","","",""
"ILMN_1892669","DIRC3","disrupted in renal carcinoma 3","729582"
"ILMN_1892699","","",""
"ILMN_1892706","","",""
"ILMN_1892708","","",""
"ILMN_1892712","","",""
"ILMN_1892752","","",""
"ILMN_1892755","","",""
"ILMN_1892762","","",""
"ILMN_1892764","","",""
"ILMN_1892765","","",""
"ILMN_1892766","","",""
"ILMN_1892768","","",""
"ILMN_1892782","CD1D","CD1d molecule","912"
"ILMN_1892791","","",""
"ILMN_1892793","","",""
"ILMN_1892805","","",""
"ILMN_1892858","","",""
"ILMN_1892862","","",""
"ILMN_1892895","","",""
"ILMN_1892905","TMEM219","transmembrane protein 219","124446"
"ILMN_1892907","","",""
"ILMN_1892918","","",""
"ILMN_1892919","","",""
"ILMN_1892923","","",""
"ILMN_1892953","","",""
"ILMN_1892955","","",""
"ILMN_1892959","","",""
"ILMN_1892963","","",""
"ILMN_1892968","","",""
"ILMN_1892970","","",""
"ILMN_1892974","","",""
"ILMN_1892976","PPP4R2","protein phosphatase 4 regulatory subunit 2","151987"
"ILMN_1892977","","",""
"ILMN_1892983","","",""
"ILMN_1892987","","",""
"ILMN_1892991","","",""
"ILMN_1892996","","",""
"ILMN_1892997","","",""
"ILMN_1893000","","",""
"ILMN_1893010","","",""
"ILMN_1893021","","",""
"ILMN_1893023","","",""
"ILMN_1893026","","",""
"ILMN_1893033","","",""
"ILMN_1893040","","",""
"ILMN_1893047","","",""
"ILMN_1893053","","",""
"ILMN_1893071","","",""
"ILMN_1893073","","",""
"ILMN_1893075","","",""
"ILMN_1893081","","",""
"ILMN_1893083","","",""
"ILMN_1893098","","",""
"ILMN_1893102","","",""
"ILMN_1893108","","",""
"ILMN_1893111","","",""
"ILMN_1893127","","",""
"ILMN_1893129","","",""
"ILMN_1893134","","",""
"ILMN_1893135","","",""
"ILMN_1893136","","",""
"ILMN_1893147","","",""
"ILMN_1893157","","",""
"ILMN_1893167","LOC105372489","uncharacterized LOC105372489","105372489"
"ILMN_1893176","","",""
"ILMN_1893179","","",""
"ILMN_1893181","","",""
"ILMN_1893189","","",""
"ILMN_1893196","","",""
"ILMN_1893201","","",""
"ILMN_1893204","","",""
"ILMN_1893210","","",""
"ILMN_1893222","","",""
"ILMN_1893226","","",""
"ILMN_1893228","","",""
"ILMN_1893231","","",""
"ILMN_1893235","","",""
"ILMN_1893236","","",""
"ILMN_1893238","","",""
"ILMN_1893247","","",""
"ILMN_1893264","","",""
"ILMN_1893268","","",""
"ILMN_1893271","","",""
"ILMN_1893278","","",""
"ILMN_1893287","","",""
"ILMN_1893289","","",""
"ILMN_1893295","","",""
"ILMN_1893297","","",""
"ILMN_1893300","","",""
"ILMN_1893302","","",""
"ILMN_1893334","","",""
"ILMN_1893335","LOC101927141","uncharacterized LOC101927141","101927141"
"ILMN_1893336","","",""
"ILMN_1893339","LOC105372441","uncharacterized LOC105372441","105372441"
"ILMN_1893344","","",""
"ILMN_1893351","","",""
"ILMN_1893367","","",""
"ILMN_1893370","","",""
"ILMN_1893375","SZRD1","SUZ RNA binding domain containing 1","26099"
"ILMN_1893393","","",""
"ILMN_1893395","LOC102725068","uncharacterized LOC102725068","102725068"
"ILMN_1893396","","",""
"ILMN_1893398","","",""
"ILMN_1893409","","",""
"ILMN_1893411","","",""
"ILMN_1893413","","",""
"ILMN_1893414","","",""
"ILMN_1893417","","",""
"ILMN_1893430","","",""
"ILMN_1893440","","",""
"ILMN_1893443","","",""
"ILMN_1893448","","",""
"ILMN_1893450","","",""
"ILMN_1893451","","",""
"ILMN_1893461","","",""
"ILMN_1893466","","",""
"ILMN_1893473","","",""
"ILMN_1893506","","",""
"ILMN_1893511","","",""
"ILMN_1893516","","",""
"ILMN_1893517","","",""
"ILMN_1893523","","",""
"ILMN_1893532","PACRG-AS1","PACRG antisense RNA 1","285796"
"ILMN_1893536","","",""
"ILMN_1893542","LOC101927835","uncharacterized LOC101927835","101927835"
"ILMN_1893548","","",""
"ILMN_1893550","","",""
"ILMN_1893555","","",""
"ILMN_1893565","LOC101929374","uncharacterized LOC101929374","101929374"
"ILMN_1893566","","",""
"ILMN_1893579","","",""
"ILMN_1893595","","",""
"ILMN_1893603","","",""
"ILMN_1893608","","",""
"ILMN_1893633","PRKCQ-AS1","PRKCQ antisense RNA 1","439949"
"ILMN_1893636","","",""
"ILMN_1893646","","",""
"ILMN_1893656","","",""
"ILMN_1893667","","",""
"ILMN_1893675","","",""
"ILMN_1893677","LOC101929454","uncharacterized LOC101929454","101929454"
"ILMN_1893679","","",""
"ILMN_1893680","LOC100506406","uncharacterized LOC100506406","100506406"
"ILMN_1893681","","",""
"ILMN_1893686","","",""
"ILMN_1893693","","",""
"ILMN_1893696","","",""
"ILMN_1893697","","",""
"ILMN_1893704","","",""
"ILMN_1893721","SMIM12","small integral membrane protein 12","113444"
"ILMN_1893728","","",""
"ILMN_1893732","","",""
"ILMN_1893738","","",""
"ILMN_1893739","","",""
"ILMN_1893741","","",""
"ILMN_1893748","","",""
"ILMN_1893764","","",""
"ILMN_1893765","","",""
"ILMN_1893771","","",""
"ILMN_1893784","","",""
"ILMN_1893788","","",""
"ILMN_1893790","","",""
"ILMN_1893798","","",""
"ILMN_1893802","","",""
"ILMN_1893827","","",""
"ILMN_1893831","","",""
"ILMN_1893834","","",""
"ILMN_1893841","","",""
"ILMN_1893846","A1CF","APOBEC1 complementation factor","29974"
"ILMN_1893850","","",""
"ILMN_1893852","","",""
"ILMN_1893854","","",""
"ILMN_1893858","LINC00362","long intergenic non-protein coding RNA 362","100874144"
"ILMN_1893874","","",""
"ILMN_1893879","","",""
"ILMN_1893901","","",""
"ILMN_1893904","","",""
"ILMN_1893913","","",""
"ILMN_1893915","","",""
"ILMN_1893939","","",""
"ILMN_1893948","","",""
"ILMN_1893960","","",""
"ILMN_1893964","","",""
"ILMN_1893965","LOC286154","uncharacterized LOC286154","286154"
"ILMN_1893972","","",""
"ILMN_1893985","","",""
"ILMN_1893999","","",""
"ILMN_1894006","","",""
"ILMN_1894014","SGIP1","SH3 domain GRB2 like endophilin interacting protein 1","84251"
"ILMN_1894029","","",""
"ILMN_1894033","","",""
"ILMN_1894034","","",""
"ILMN_1894038","","",""
"ILMN_1894042","","",""
"ILMN_1894051","","",""
"ILMN_1894053","","",""
"ILMN_1894055","","",""
"ILMN_1894057","SRRM2-AS1","SRRM2 antisense RNA 1","100128788"
"ILMN_1894062","","",""
"ILMN_1894072","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","5294"
"ILMN_1894087","","",""
"ILMN_1894089","","",""
"ILMN_1894095","","",""
"ILMN_1894099","","",""
"ILMN_1894101","","",""
"ILMN_1894104","LOC101927721","uncharacterized LOC101927721","101927721"
"ILMN_1894117","","",""
"ILMN_1894134","","",""
"ILMN_1894153","","",""
"ILMN_1894159","","",""
"ILMN_1894162","","",""
"ILMN_1894166","","",""
"ILMN_1894167","","",""
"ILMN_1894172","","",""
"ILMN_1894185","","",""
"ILMN_1894186","","",""
"ILMN_1894197","","",""
"ILMN_1894206","","",""
"ILMN_1894215","","",""
"ILMN_1894219","","",""
"ILMN_1894223","","",""
"ILMN_1894231","","",""
"ILMN_1894235","","",""
"ILMN_1894250","","",""
"ILMN_1894257","","",""
"ILMN_1894259","","",""
"ILMN_1894263","","",""
"ILMN_1894268","","",""
"ILMN_1894279","","",""
"ILMN_1894299","","",""
"ILMN_1894309","","",""
"ILMN_1894313","","",""
"ILMN_1894314","","",""
"ILMN_1894329","","",""
"ILMN_1894341","","",""
"ILMN_1894345","","",""
"ILMN_1894355","","",""
"ILMN_1894357","","",""
"ILMN_1894359","","",""
"ILMN_1894361","","",""
"ILMN_1894367","LOC401463","uncharacterized LOC401463","401463"
"ILMN_1894379","","",""
"ILMN_1894388","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1","5910"
"ILMN_1894392","","",""
"ILMN_1894396","","",""
"ILMN_1894397","LINC00862","long intergenic non-protein coding RNA 862","554279"
"ILMN_1894404","","",""
"ILMN_1894405","LINC01616","long intergenic non-protein coding RNA 1616","106456574"
"ILMN_1894412","","",""
"ILMN_1894423","","",""
"ILMN_1894427","","",""
"ILMN_1894428","","",""
"ILMN_1894433","","",""
"ILMN_1894434","","",""
"ILMN_1894455","","",""
"ILMN_1894461","","",""
"ILMN_1894470","","",""
"ILMN_1894477","","",""
"ILMN_1894480","","",""
"ILMN_1894484","","",""
"ILMN_1894500","MYOCD","myocardin","93649"
"ILMN_1894509","","",""
"ILMN_1894511","","",""
"ILMN_1894521","LOC105373185","uncharacterized LOC105373185","105373185"
"ILMN_1894524","","",""
"ILMN_1894530","FOXP2","forkhead box P2","93986"
"ILMN_1894533","","",""
"ILMN_1894535","","",""
"ILMN_1894539","LOC105378349","uncharacterized LOC105378349","105378349"
"ILMN_1894547","LOC100506530","uncharacterized LOC100506530","100506530"
"ILMN_1894569","","",""
"ILMN_1894587","","",""
"ILMN_1894591","","",""
"ILMN_1894601","GRK5","G protein-coupled receptor kinase 5","2869"
"ILMN_1894615","","",""
"ILMN_1894624","","",""
"ILMN_1894627","","",""
"ILMN_1894630","ELFN1-AS1","ELFN1 antisense RNA 1","101927125"
"ILMN_1894636","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1","9955"
"ILMN_1894642","","",""
"ILMN_1894650","","",""
"ILMN_1894653","FSD1L","fibronectin type III and SPRY domain containing 1 like","83856"
"ILMN_1894664","LOC100287728","uncharacterized LOC100287728","100287728"
"ILMN_1894687","","",""
"ILMN_1894693","","",""
"ILMN_1894698","","",""
"ILMN_1894709","","",""
"ILMN_1894710","","",""
"ILMN_1894712","LOC101929759","uncharacterized LOC101929759","101929759"
"ILMN_1894714","","",""
"ILMN_1894722","","",""
"ILMN_1894732","LOC101928327","uncharacterized LOC101928327","101928327"
"ILMN_1894735","","",""
"ILMN_1894737","","",""
"ILMN_1894741","","",""
"ILMN_1894743","","",""
"ILMN_1894746","","",""
"ILMN_1894769","","",""
"ILMN_1894779","","",""
"ILMN_1894780","","",""
"ILMN_1894786","LOC105373782","uncharacterized LOC105373782","105373782"
"ILMN_1894796","","",""
"ILMN_1894800","","",""
"ILMN_1894811","","",""
"ILMN_1894821","","",""
"ILMN_1894822","","",""
"ILMN_1894836","","",""
"ILMN_1894839","","",""
"ILMN_1894856","","",""
"ILMN_1894862","","",""
"ILMN_1894877","","",""
"ILMN_1894878","","",""
"ILMN_1894881","","",""
"ILMN_1894882","","",""
"ILMN_1894890","","",""
"ILMN_1894894","","",""
"ILMN_1894895","","",""
"ILMN_1894900","","",""
"ILMN_1894903","","",""
"ILMN_1894907","","",""
"ILMN_1894911","LOC400743","uncharacterized LOC400743","400743"
"ILMN_1894913","","",""
"ILMN_1894915","","",""
"ILMN_1894922","","",""
"ILMN_1894929","","",""
"ILMN_1894930","","",""
"ILMN_1894937","","",""
"ILMN_1894938","","",""
"ILMN_1894946","","",""
"ILMN_1894947","","",""
"ILMN_1894949","","",""
"ILMN_1894956","","",""
"ILMN_1894963","","",""
"ILMN_1894966","","",""
"ILMN_1894969","","",""
"ILMN_1894975","","",""
"ILMN_1894983","LOC729680///IL17D","uncharacterized LOC729680///interleukin 17D","729680///53342"
"ILMN_1894990","","",""
"ILMN_1894992","","",""
"ILMN_1894994","","",""
"ILMN_1895001","","",""
"ILMN_1895006","","",""
"ILMN_1895008","","",""
"ILMN_1895009","","",""
"ILMN_1895023","LINC00398","long intergenic non-protein coding RNA 398","100874158"
"ILMN_1895025","","",""
"ILMN_1895029","","",""
"ILMN_1895039","","",""
"ILMN_1895042","","",""
"ILMN_1895046","","",""
"ILMN_1895052","","",""
"ILMN_1895072","","",""
"ILMN_1895077","","",""
"ILMN_1895092","","",""
"ILMN_1895097","","",""
"ILMN_1895101","","",""
"ILMN_1895102","","",""
"ILMN_1895103","","",""
"ILMN_1895113","","",""
"ILMN_1895120","ADORA1","adenosine A1 receptor","134"
"ILMN_1895128","SFTA3","surfactant associated 3","253970"
"ILMN_1895143","","",""
"ILMN_1895157","","",""
"ILMN_1895158","","",""
"ILMN_1895164","","",""
"ILMN_1895172","","",""
"ILMN_1895195","","",""
"ILMN_1895199","","",""
"ILMN_1895200","","",""
"ILMN_1895213","","",""
"ILMN_1895223","","",""
"ILMN_1895227","","",""
"ILMN_1895251","DESI1","desumoylating isopeptidase 1","27351"
"ILMN_1895258","","",""
"ILMN_1895259","","",""
"ILMN_1895261","","",""
"ILMN_1895276","","",""
"ILMN_1895281","","",""
"ILMN_1895292","","",""
"ILMN_1895309","","",""
"ILMN_1895313","","",""
"ILMN_1895320","","",""
"ILMN_1895324","","",""
"ILMN_1895326","","",""
"ILMN_1895327","","",""
"ILMN_1895328","","",""
"ILMN_1895331","","",""
"ILMN_1895334","","",""
"ILMN_1895335","FAM163B","family with sequence similarity 163 member B","642968"
"ILMN_1895347","","",""
"ILMN_1895354","","",""
"ILMN_1895358","","",""
"ILMN_1895361","","",""
"ILMN_1895378","","",""
"ILMN_1895384","","",""
"ILMN_1895411","LRRC2-AS1","LRRC2 antisense RNA 1","83598"
"ILMN_1895417","","",""
"ILMN_1895443","","",""
"ILMN_1895451","","",""
"ILMN_1895455","","",""
"ILMN_1895486","","",""
"ILMN_1895490","","",""
"ILMN_1895499","","",""
"ILMN_1895504","LOC100288238","uncharacterized LOC100288238","100288238"
"ILMN_1895518","","",""
"ILMN_1895529","","",""
"ILMN_1895548","","",""
"ILMN_1895555","","",""
"ILMN_1895564","","",""
"ILMN_1895568","","",""
"ILMN_1895569","","",""
"ILMN_1895576","","",""
"ILMN_1895591","","",""
"ILMN_1895592","","",""
"ILMN_1895599","","",""
"ILMN_1895611","","",""
"ILMN_1895632","","",""
"ILMN_1895637","","",""
"ILMN_1895640","","",""
"ILMN_1895643","","",""
"ILMN_1895644","","",""
"ILMN_1895660","","",""
"ILMN_1895664","","",""
"ILMN_1895670","","",""
"ILMN_1895671","","",""
"ILMN_1895673","","",""
"ILMN_1895678","","",""
"ILMN_1895685","","",""
"ILMN_1895686","","",""
"ILMN_1895690","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A","2903"
"ILMN_1895692","","",""
"ILMN_1895723","","",""
"ILMN_1895727","","",""
"ILMN_1895735","","",""
"ILMN_1895742","","",""
"ILMN_1895745","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A","2903"
"ILMN_1895750","","",""
"ILMN_1895763","","",""
"ILMN_1895774","","",""
"ILMN_1895798","","",""
"ILMN_1895801","","",""
"ILMN_1895810","","",""
"ILMN_1895822","","",""
"ILMN_1895825","","",""
"ILMN_1895827","","",""
"ILMN_1895836","","",""
"ILMN_1895837","","",""
"ILMN_1895850","","",""
"ILMN_1895853","","",""
"ILMN_1895863","","",""
"ILMN_1895867","","",""
"ILMN_1895877","","",""
"ILMN_1895883","","",""
"ILMN_1895884","LOC101928211","uncharacterized LOC101928211","101928211"
"ILMN_1895888","","",""
"ILMN_1895889","","",""
"ILMN_1895897","","",""
"ILMN_1895903","","",""
"ILMN_1895905","","",""
"ILMN_1895906","","",""
"ILMN_1895915","","",""
"ILMN_1895917","","",""
"ILMN_1895919","","",""
"ILMN_1895932","","",""
"ILMN_1895935","","",""
"ILMN_1895938","","",""
"ILMN_1895940","","",""
"ILMN_1895945","","",""
"ILMN_1895949","","",""
"ILMN_1895976","","",""
"ILMN_1896012","","",""
"ILMN_1896018","","",""
"ILMN_1896023","","",""
"ILMN_1896025","","",""
"ILMN_1896032","","",""
"ILMN_1896051","","",""
"ILMN_1896061","MIMT1","MER1 repeat containing imprinted transcript 1 (non-protein coding)","100073347"
"ILMN_1896066","","",""
"ILMN_1896071","","",""
"ILMN_1896073","","",""
"ILMN_1896079","","",""
"ILMN_1896080","","",""
"ILMN_1896082","","",""
"ILMN_1896088","","",""
"ILMN_1896093","","",""
"ILMN_1896111","","",""
"ILMN_1896113","","",""
"ILMN_1896114","","",""
"ILMN_1896121","","",""
"ILMN_1896127","","",""
"ILMN_1896137","","",""
"ILMN_1896139","","",""
"ILMN_1896141","","",""
"ILMN_1896142","","",""
"ILMN_1896145","","",""
"ILMN_1896149","ENO1-AS1","ENO1 antisense RNA 1","100505975"
"ILMN_1896158","","",""
"ILMN_1896163","","",""
"ILMN_1896169","LOC101928977","uncharacterized LOC101928977","101928977"
"ILMN_1896174","","",""
"ILMN_1896181","","",""
"ILMN_1896186","","",""
"ILMN_1896187","","",""
"ILMN_1896189","","",""
"ILMN_1896192","","",""
"ILMN_1896197","","",""
"ILMN_1896218","","",""
"ILMN_1896220","","",""
"ILMN_1896226","","",""
"ILMN_1896244","","",""
"ILMN_1896253","","",""
"ILMN_1896261","","",""
"ILMN_1896271","","",""
"ILMN_1896277","LINC01153","long intergenic non-protein coding RNA 1153","101927889"
"ILMN_1896284","","",""
"ILMN_1896285","","",""
"ILMN_1896294","","",""
"ILMN_1896298","","",""
"ILMN_1896304","","",""
"ILMN_1896316","","",""
"ILMN_1896321","","",""
"ILMN_1896336","","",""
"ILMN_1896341","","",""
